sample_index,title,line_index,char_index_in_line,char,context_line,context_around,pypinyin_default,all_candidates,selected_pinyin,selection_basis,notes
108,寄左省杜拾遗,6,1,朝,圣朝无阙事,圣朝无阙,chao2,chao2/zhao1/zhu1,,unverified,
108,寄左省杜拾遗,7,1,觉,自觉谏书稀,自觉谏书,jue2,jue2/jiao4,,unverified,
109,送方外上人 / 送上人,0,2,将,孤云将野鹤,孤云将野鹤,jiang1,jiang1/jiang4/qiang1,,unverified,
109,送方外上人 / 送上人,1,3,间,岂向人间住,向人间住,jian1,jian1/jian4,,unverified,
109,送方外上人 / 送上人,3,4,处,时人已知处,已知处,chu4,chu4/chu3,,unverified,
110,行路难·其一,5,0,将,将登太行雪满山,将登太,jiang1,jiang1/jiang4/qiang1,,unverified,
110,行路难·其一,5,3,行,将登太行雪满山,登太行雪满,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
110,行路难·其一,8,0,行,行路难,行路难,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
110,行路难·其一,9,0,行,行路难,行路难,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
110,行路难·其一,12,0,长,长风破浪会有时,长风破,zhang3,zhang3/chang2,,unverified,
111,登金陵凤凰台,4,3,落,三山半落青天外,山半落青天,luo4,luo4/la4/lao4/luo1,,unverified,
111,登金陵凤凰台,5,2,中,二水中分白鹭洲,二水中分白,zhong1,zhong1/zhong4,,unverified,
111,登金陵凤凰台,5,3,分,二水中分白鹭洲,水中分白鹭,fen1,fen1/fen4/fen2,,unverified,
111,登金陵凤凰台,6,1,为,总为浮云能蔽日,总为浮云,wei4,wei4/wei2,,unverified,
111,登金陵凤凰台,7,0,长,长安不见使人愁,长安不,zhang3,zhang3/chang2,,unverified,
111,登金陵凤凰台,7,3,见,长安不见使人愁,安不见使人,jian4,jian4/xian4,,unverified,
113,阙题,1,4,长,春与青溪长,青溪长,zhang3,zhang3/chang2,,unverified,
113,阙题,2,2,落,时有落花至,时有落花至,luo4,luo4/la4/lao4/luo1,,unverified,
114,春望,6,3,更,白头搔更短,头搔更短,geng4,geng4/geng1,,unverified,
115,春怨,0,3,落,纱窗日落渐黄昏,窗日落渐黄,luo4,luo4/la4/lao4/luo1,,unverified,
115,春怨,1,4,见,金屋无人见泪痕,无人见泪痕,jian4,jian4/xian4,,unverified,
116,乌衣巷,1,6,斜,乌衣巷口夕阳斜,夕阳斜,xie2,xie2/xia2/cha2/ye2,,unverified,
116,乌衣巷,2,2,王,旧时王谢堂前燕,旧时王谢堂,wang2,wang2/wang4/yu4,,unverified,
117,遣悲怀三首·其二,1,1,朝,今朝都到眼前来,今朝都到,chao2,chao2/zhao1/zhu1,,unverified,
117,遣悲怀三首·其二,2,4,行,衣裳已施行看尽,已施行看尽,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
117,遣悲怀三首·其二,2,5,看,衣裳已施行看尽,施行看尽,kan4,kan4/kan1,,unverified,
119,九日登望仙台呈刘明府容,4,2,令,关门令尹谁能识,关门令尹谁,ling4,ling4/ling2/ling3/lian2,,unverified,
122,北青萝,2,0,落,落叶人何在,落叶人,luo4,luo4/la4/lao4/luo1,,unverified,
123,征人怨 / 征怨,1,0,朝,朝朝马策与刀环,朝朝马,chao2,chao2/zhao1/zhu1,,unverified,
123,征人怨 / 征怨,1,1,朝,朝朝马策与刀环,朝朝马策,chao2,chao2/zhao1/zhu1,,unverified,
124,和张仆射塞下曲·其二,1,0,将,将军夜引弓,将军夜,jiang1,jiang1/jiang4/qiang1,,unverified,
124,和张仆射塞下曲·其二,3,4,中,没在石棱中,石棱中,zhong1,zhong1/zhong4,,unverified,
126,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,1,6,斜,黄山旧绕汉宫斜,汉宫斜,xie2,xie2/xia2/cha2/ye2,,unverified,
126,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,3,3,看,阁道回看上苑花,道回看上苑,kan4,kan4/kan1,,unverified,
126,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,5,1,中,雨中春树万人家,雨中春树,zhong1,zhong1/zhong4,,unverified,
126,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,6,0,为,为乘阳气行时令,为乘阳,wei4,wei4/wei2,,unverified,
126,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,6,4,行,为乘阳气行时令,阳气行时令,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
126,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,6,6,令,为乘阳气行时令,行时令,ling4,ling4/ling2/ling3/lian2,,unverified,
127,喜见外弟又言别,1,0,长,长大一相逢,长大一,zhang3,zhang3/chang2,,unverified,
127,喜见外弟又言别,1,3,相,长大一相逢,大一相逢,xiang1,xiang1/xiang4,,unverified,
127,喜见外弟又言别,2,4,见,问姓惊初见,惊初见,jian4,jian4/xian4,,unverified,
127,喜见外弟又言别,7,4,重,秋山又几重,又几重,zhong4,zhong4/chong2/tong2,,unverified,
128,寄李儋元锡,4,4,思,身多疾病思田里,疾病思田里,si1,si1/sai1,,unverified,
128,寄李儋元锡,6,4,相,闻道欲来相问讯,欲来相问讯,xiang1,xiang1/xiang4,,unverified,
129,春泛若耶溪,2,3,行,晚风吹行舟,风吹行舟,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
129,春泛若耶溪,9,1,为,愿为持竿叟,愿为持竿,wei4,wei4/wei2,,unverified,
130,初发扬子寄元大校书,4,1,朝,今朝此为别,今朝此为,chao2,chao2/zhao1/zhu1,,unverified,
130,初发扬子寄元大校书,4,3,为,今朝此为别,朝此为别,wei4,wei4/wei2,,unverified,
130,初发扬子寄元大校书,5,1,处,何处还相遇,何处还相,chu4,chu4/chu3,,unverified,
130,初发扬子寄元大校书,5,2,还,何处还相遇,何处还相遇,hai2,hai2/huan2/fu2,,unverified,
130,初发扬子寄元大校书,5,3,相,何处还相遇,处还相遇,xiang1,xiang1/xiang4,,unverified,
130,初发扬子寄元大校书,7,3,得,沿洄安得住,洄安得住,de2,de2/de/dei3,,unverified,
131,和张仆射塞下曲·其三,2,1,将,欲将轻骑逐,欲将轻骑,jiang1,jiang1/jiang4/qiang1,,unverified,
132,春雨,1,3,落,白门寥落意多违,门寥落意多,luo4,luo4/la4/lao4/luo1,,unverified,
132,春雨,2,4,相,红楼隔雨相望冷,隔雨相望冷,xiang1,xiang1/xiang4,,unverified,
132,春雨,5,3,得,残宵犹得梦依稀,宵犹得梦依,de2,de2/de/dei3,,unverified,
133,八阵图,0,3,分,功盖三分国,盖三分国,fen1,fen1/fen4/fen2,,unverified,
137,宿府,3,0,中,中天月色好谁看,中天月,zhong1,zhong1/zhong4,,unverified,
137,宿府,3,6,看,中天月色好谁看,好谁看,kan4,kan4/kan1,,unverified,
137,宿府,5,4,行,关塞萧条行路难,萧条行路难,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
138,归嵩山作,0,3,长,清川带长薄,川带长薄,zhang3,zhang3/chang2,,unverified,
138,归嵩山作,3,2,相,暮禽相与还,暮禽相与还,xiang1,xiang1/xiang4,,unverified,
138,归嵩山作,3,4,还,暮禽相与还,相与还,hai2,hai2/huan2/fu2,,unverified,
138,归嵩山作,5,0,落,落日满秋山,落日满,luo4,luo4/la4/lao4/luo1,,unverified,
139,塞下曲,3,2,见,黯黯见临洮,黯黯见临洮,jian4,jian4/xian4,,unverified,
139,塞下曲,4,2,长,昔日长城战,昔日长城战,zhang3,zhang3/chang2,,unverified,
140,孤雁二首·其二,0,1,行,几行归塞尽,几行归塞,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
140,孤雁二首·其二,2,2,相,暮雨相呼失,暮雨相呼失,xiang1,xiang1/xiang4,,unverified,
140,孤雁二首·其二,4,4,度,渚云低暗度,低暗度,du4,du4/duo2/zhai2,,unverified,
140,孤雁二首·其二,5,3,相,关月冷相随,月冷相随,xiang1,xiang1/xiang4,,unverified,
141,集灵台·其一,0,2,斜,日光斜照集灵台,日光斜照集,xie2,xie2/xia2/cha2/ye2,,unverified,
142,长沙过贾谊宅,3,3,见,寒林空见日斜时,林空见日斜,jian4,jian4/xian4,,unverified,
142,长沙过贾谊宅,3,5,斜,寒林空见日斜时,见日斜时,xie2,xie2/xia2/cha2/ye2,,unverified,
142,长沙过贾谊宅,6,5,落,寂寂江山摇落处,山摇落处,luo4,luo4/la4/lao4/luo1,,unverified,
142,长沙过贾谊宅,6,6,处,寂寂江山摇落处,摇落处,chu4,chu4/chu3,,unverified,
144,月夜忆舍弟,0,4,行,戍鼓断人行,断人行,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
144,月夜忆舍弟,2,1,从,露从今夜白,露从今夜,cong2,cong2/zong4,,unverified,
144,月夜忆舍弟,4,3,分,有弟皆分散,弟皆分散,fen1,fen1/fen4/fen2,,unverified,
144,月夜忆舍弟,6,2,长,寄书长不达,寄书长不达,zhang3,zhang3/chang2,,unverified,
146,酬张少府,2,3,长,自顾无长策,顾无长策,zhang3,zhang3/chang2,,unverified,
147,饯别王十一南游,2,4,处,飞鸟没何处,没何处,chu4,chu4/chu3,,unverified,
147,饯别王十一南游,4,0,长,长江一帆远,长江一,zhang3,zhang3/chang2,,unverified,
147,饯别王十一南游,5,0,落,落日五湖春,落日五,luo4,luo4/la4/lao4/luo1,,unverified,
147,饯别王十一南游,6,1,见,谁见汀洲上,谁见汀洲,jian4,jian4/xian4,,unverified,
147,饯别王十一南游,7,0,相,相思愁白蘋,相思愁,xiang1,xiang1/xiang4,,unverified,
147,饯别王十一南游,7,1,思,相思愁白蘋,相思愁白,si1,si1/sai1,,unverified,
148,黄鹤楼 / 登黄鹤楼,6,5,处,日暮乡关何处是,关何处是,chu4,chu4/chu3,,unverified,
149,晚次鄂州,0,3,见,云开远见汉阳城,开远见汉阳,jian4,jian4/xian4,,unverified,
149,晚次鄂州,3,4,觉,舟人夜语觉潮生,夜语觉潮生,jue2,jue2/jiao4,,unverified,
149,晚次鄂州,4,2,衰,三湘衰鬓逢秋色,三湘衰鬓逢,shuai1,shuai1/suo1/cui1,,unverified,
149,晚次鄂州,7,0,更,更堪江上鼓鼙声,更堪江,geng4,geng4/geng1,,unverified,
150,关山月,1,4,间,苍茫云海间,云海间,jian1,jian1/jian4,,unverified,
150,关山月,2,0,长,长风几万里,长风几,zhang3,zhang3/chang2,,unverified,
150,关山月,3,1,度,吹度玉门关,吹度玉门,du4,du4/duo2/zhai2,,unverified,
150,关山月,7,1,见,不见有人还,不见有人,jian4,jian4/xian4,,unverified,
150,关山月,7,4,还,不见有人还,有人还,hai2,hai2/huan2/fu2,,unverified,
150,关山月,9,0,思,思归多苦颜,思归多,si1,si1/sai1,,unverified,
150,关山月,10,2,当,高楼当此夜,高楼当此夜,dang1,dang1/dang4,,unverified,
151,秋日赴阙题潼关驿楼 / 行次潼关逢魏扶东归,1,0,长,长亭酒一瓢,长亭酒,zhang3,zhang3/chang2,,unverified,
151,秋日赴阙题潼关驿楼 / 行次潼关逢魏扶东归,3,3,中,疏雨过中条,雨过中条,zhong1,zhong1/zhong4,,unverified,
152,终南山,3,3,看,青霭入看无,霭入看无,kan4,kan4/kan1,,unverified,
152,终南山,4,0,分,分野中峰变,分野中,fen1,fen1/fen4/fen2,,unverified,
152,终南山,4,2,中,分野中峰变,分野中峰变,zhong1,zhong1/zhong4,,unverified,
152,终南山,6,3,处,欲投人处宿,投人处宿,chu4,chu4/chu3,,unverified,
153,送李中丞之襄州 / 送李中丞归汉阳别业,0,1,落,流落征南将,流落征南,luo4,luo4/la4/lao4/luo1,,unverified,
153,送李中丞之襄州 / 送李中丞归汉阳别业,0,4,将,流落征南将,征南将,jiang1,jiang1/jiang4/qiang1,,unverified,
154,赠别,1,1,觉,唯觉尊前笑不成,唯觉尊前,jue2,jue2/jiao4,,unverified,
154,赠别,2,4,还,蜡烛有心还惜别,有心还惜别,hai2,hai2/huan2/fu2,,unverified,
155,子夜吴歌·夏歌,3,1,看,人看隘若耶,人看隘若,kan4,kan4/kan1,,unverified,
155,子夜吴歌·夏歌,5,3,王,归去越王家,去越王家,wang2,wang2/wang4/yu4,,unverified,
156,草 / 赋得古原草送别,6,2,王,又送王孙去,又送王孙去,wang2,wang2/wang4/yu4,,unverified,
158,出塞二首·其一,1,2,长,万里长征人未还,万里长征人,zhang3,zhang3/chang2,,unverified,
158,出塞二首·其一,1,6,还,万里长征人未还,人未还,hai2,hai2/huan2/fu2,,unverified,
158,出塞二首·其一,2,5,将,但使龙城飞将在,城飞将在,jiang1,jiang1/jiang4/qiang1,,unverified,
158,出塞二首·其一,3,1,教,不教胡马度阴山,不教胡马,jiao4,jiao4/jiao1,,unverified,
158,出塞二首·其一,3,4,度,不教胡马度阴山,胡马度阴山,du4,du4/duo2/zhai2,,unverified,
159,秋夕,3,1,看,卧看牵牛织女星,卧看牵牛,kan4,kan4/kan1,,unverified,
160,为有,0,0,为,为有云屏无限娇,为有云,wei4,wei4/wei2,,unverified,
160,为有,2,3,得,无端嫁得金龟婿,端嫁得金龟,de2,de2/de/dei3,,unverified,
160,为有,3,6,朝,辜负香衾事早朝,事早朝,chao2,chao2/zhao1/zhu1,,unverified,
161,寄全椒山中道士,0,1,朝,今朝郡斋冷,今朝郡斋,chao2,chao2/zhao1/zhu1,,unverified,
161,寄全椒山中道士,1,3,中,忽念山中客,念山中客,zhong1,zhong1/zhong4,,unverified,
161,寄全椒山中道士,6,0,落,落叶满空山,落叶满,luo4,luo4/la4/lao4/luo1,,unverified,
161,寄全椒山中道士,7,1,处,何处寻行迹,何处寻行,chu4,chu4/chu3,,unverified,
161,寄全椒山中道士,7,3,行,何处寻行迹,处寻行迹,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
162,闺怨,0,1,中,闺中少妇不知愁,闺中少妇,zhong1,zhong1/zhong4,,unverified,
162,闺怨,0,2,少,闺中少妇不知愁,闺中少妇不,shao3,shao3/shao4,,unverified,
162,闺怨,2,1,见,忽见陌头杨柳色,忽见陌头,jian4,jian4/xian4,,unverified,
162,闺怨,3,1,教,悔教夫婿觅封侯,悔教夫婿,jiao4,jiao4/jiao1,,unverified,
163,夜泊牛渚怀古,3,3,将,空忆谢将军,忆谢将军,jiang1,jiang1/jiang4/qiang1,,unverified,
163,夜泊牛渚怀古,6,1,朝,明朝挂帆席,明朝挂帆,chao2,chao2/zhao1/zhu1,,unverified,
163,夜泊牛渚怀古,7,2,落,枫叶落纷纷,枫叶落纷纷,luo4,luo4/la4/lao4/luo1,,unverified,
166,送友人,2,3,为,此地一为别,地一为别,wei4,wei4/wei2,,unverified,
166,送友人,5,0,落,落日故人情,落日故,luo4,luo4/la4/lao4/luo1,,unverified,
167,静夜思,3,2,思,低头思故乡,低头思故乡,si1,si1/sai1,,unverified,
168,至德二载甫自京金光门出问道归凤翔乾元初…有悲往事,6,3,衰,无才日衰老,才日衰老,shuai1,shuai1/suo1/cui1,,unverified,
170,登鹳雀楼,3,0,更,更上一层楼,更上一,geng4,geng4/geng1,,unverified,
171,无题·重帏深下莫愁堂,0,0,重,重帏深下莫愁堂,重帏深,zhong4,zhong4/chong2/tong2,,unverified,
171,无题·重帏深下莫愁堂,1,6,长,卧后清宵细细长,细细长,zhang3,zhang3/chang2,,unverified,
171,无题·重帏深下莫愁堂,3,3,处,小姑居处本无郎,姑居处本无,chu4,chu4/chu3,,unverified,
171,无题·重帏深下莫愁堂,5,3,教,月露谁教桂叶香,露谁教桂叶,jiao4,jiao4/jiao1,,unverified,
171,无题·重帏深下莫愁堂,6,2,相,直道相思了无益,直道相思了,xiang1,xiang1/xiang4,,unverified,
171,无题·重帏深下莫愁堂,6,3,思,直道相思了无益,道相思了无,si1,si1/sai1,,unverified,
172,嫦娥,1,0,长,长河渐落晓星沉,长河渐,zhang3,zhang3/chang2,,unverified,
172,嫦娥,1,3,落,长河渐落晓星沉,河渐落晓星,luo4,luo4/la4/lao4/luo1,,unverified,
173,月夜,0,0,更,更深月色半人家,更深月,geng4,geng4/geng1,,unverified,
173,月夜,1,6,斜,北斗阑干南斗斜,南斗斜,xie2,xie2/xia2/cha2/ye2,,unverified,
174,春晓,0,3,觉,春眠不觉晓,眠不觉晓,jue2,jue2/jiao4,,unverified,
174,春晓,1,0,处,处处闻啼鸟,处处闻,chu4,chu4/chu3,,unverified,
174,春晓,1,1,处,处处闻啼鸟,处处闻啼,chu4,chu4/chu3,,unverified,
174,春晓,3,1,落,花落知多少,花落知多,luo4,luo4/la4/lao4/luo1,,unverified,
174,春晓,3,4,少,花落知多少,知多少,shao3,shao3/shao4,,unverified,
175,终南别业,0,0,中,中岁颇好道,中岁颇,zhong1,zhong1/zhong4,,unverified,
175,终南别业,2,0,兴,兴来每独往,兴来每,xing1,xing1/xing4,,unverified,
175,终南别业,4,0,行,行到水穷处,行到水,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
175,终南别业,4,4,处,行到水穷处,水穷处,chu4,chu4/chu3,,unverified,
175,终南别业,5,1,看,坐看云起时,坐看云起,kan4,kan4/kan1,,unverified,
175,终南别业,7,3,还,谈笑无还期,笑无还期,hai2,hai2/huan2/fu2,,unverified,
176,贾生,1,3,调,贾生才调更无伦,生才调更无,diao4,diao4/tiao2,,unverified,
176,贾生,1,4,更,贾生才调更无伦,才调更无伦,geng4,geng4/geng1,,unverified,
178,汉江临泛 / 汉江临眺,3,4,中,山色有无中,有无中,zhong1,zhong1/zhong4,,unverified,
179,黄鹤楼送孟浩然之广陵,3,1,见,唯见长江天际流,唯见长江,jian4,jian4/xian4,,unverified,
179,黄鹤楼送孟浩然之广陵,3,2,长,唯见长江天际流,唯见长江天,zhang3,zhang3/chang2,,unverified,
180,渡荆门送别,1,1,从,来从楚国游,来从楚国,cong2,cong2/zong4,,unverified,
180,渡荆门送别,7,3,行,万里送行舟,里送行舟,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
181,感遇十二首·其一,3,2,为,自尔为佳节,自尔为佳节,wei4,wei4/wei2,,unverified,
181,感遇十二首·其一,5,3,相,闻风坐相悦,风坐相悦,xiang1,xiang1/xiang4,,unverified,
182,金缕衣,1,4,少,劝君惜取少年时,惜取少年时,shao3,shao3/shao4,,unverified,
183,九月九日忆山东兄弟,0,4,为,独在异乡为异客,异乡为异客,wei4,wei4/wei2,,unverified,
183,九月九日忆山东兄弟,1,5,思,每逢佳节倍思亲,节倍思亲,si1,si1/sai1,,unverified,
183,九月九日忆山东兄弟,2,6,处,遥知兄弟登高处,登高处,chu4,chu4/chu3,,unverified,
183,九月九日忆山东兄弟,3,4,少,遍插茱萸少一人,茱萸少一人,shao3,shao3/shao4,,unverified,
184,咏怀古迹五首·其一,1,6,间,漂泊西南天地间,天地间,jian1,jian1/jian4,,unverified,
184,咏怀古迹五首·其一,5,6,还,词客哀时且未还,且未还,hai2,hai2/huan2/fu2,,unverified,
185,夜上受降城闻笛,2,3,处,不知何处吹芦管,知何处吹芦,chu4,chu4/chu3,,unverified,
186,客夜与故人偶集 / 江乡故人偶集客舍,1,4,重,城阙夜千重,夜千重,zhong4,zhong4/chong2/tong2,,unverified,
186,客夜与故人偶集 / 江乡故人偶集客舍,2,0,还,还作江南会,还作江,hai2,hai2/huan2/fu2,,unverified,
186,客夜与故人偶集 / 江乡故人偶集客舍,6,2,长,羁旅长堪醉,羁旅长堪醉,zhang3,zhang3/chang2,,unverified,
186,客夜与故人偶集 / 江乡故人偶集客舍,7,0,相,相留畏晓钟,相留畏,xiang1,xiang1/xiang4,,unverified,
188,送别,2,3,得,君言不得意,言不得意,de2,de2/de/dei3,,unverified,
189,江州重别薛六柳八二员外,3,3,落,淮南木落楚山多,南木落楚山,luo4,luo4/la4/lao4/luo1,,unverified,
190,送僧归日本,1,4,行,来途若梦行,若梦行,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
190,送僧归日本,7,3,中,万里眼中明,里眼中明,zhong1,zhong1/zhong4,,unverified,
191,长干行·君家何处住,0,3,处,君家何处住,家何处住,chu4,chu4/chu3,,unverified,
192,题破山寺后禅院,2,4,处,曲径通幽处,通幽处,chu4,chu4/chu3,,unverified,
193,夜雨寄北,2,1,当,何当共剪西窗烛,何当共剪,dang1,dang1/dang4,,unverified,
194,自夏口至鹦鹉洲夕望岳阳寄源中丞,1,2,相,楚客相思益渺然,楚客相思益,xiang1,xiang1/xiang4,,unverified,
194,自夏口至鹦鹉洲夕望岳阳寄源中丞,1,3,思,楚客相思益渺然,客相思益渺,si1,si1/sai1,,unverified,
194,自夏口至鹦鹉洲夕望岳阳寄源中丞,2,4,斜,汉口夕阳斜渡鸟,夕阳斜渡鸟,xie2,xie2/xia2/cha2/ye2,,unverified,
194,自夏口至鹦鹉洲夕望岳阳寄源中丞,7,0,长,长沙谪去古今怜,长沙谪,zhang3,zhang3/chang2,,unverified,
195,送李少府贬峡中王少府贬长沙,2,5,行,巫峡啼猿数行泪,猿数行泪,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
195,送李少府贬峡中王少府贬长沙,7,2,分,暂时分手莫踌躇,暂时分手莫,fen1,fen1/fen4/fen2,,unverified,
196,鹿柴,0,3,见,空山不见人,山不见人,jian4,jian4/xian4,,unverified,
197,寄人,1,6,斜,小廊回合曲阑斜,曲阑斜,xie2,xie2/xia2/cha2/ye2,,unverified,
197,寄人,3,1,为,犹为离人照落花,犹为离人,wei4,wei4/wei2,,unverified,
197,寄人,3,5,落,犹为离人照落花,人照落花,luo4,luo4/la4/lao4/luo1,,unverified,
198,子夜吴歌·秋歌,0,0,长,长安一片月,长安一,zhang3,zhang3/chang2,,unverified,
199,云阳馆与韩绅宿别,1,1,度,几度隔山川,几度隔山,du4,du4/duo2/zhai2,,unverified,
199,云阳馆与韩绅宿别,2,1,见,乍见翻疑梦,乍见翻疑,jian4,jian4/xian4,,unverified,
199,云阳馆与韩绅宿别,3,0,相,相悲各问年,相悲各,xiang1,xiang1/xiang4,,unverified,
199,云阳馆与韩绅宿别,6,0,更,更有明朝恨,更有明,geng4,geng4/geng1,,unverified,
199,云阳馆与韩绅宿别,6,3,朝,更有明朝恨,有明朝恨,chao2,chao2/zhao1/zhu1,,unverified,
201,登高,2,2,落,无边落木萧萧下,无边落木萧,luo4,luo4/la4/lao4/luo1,,unverified,
201,登高,3,2,长,不尽长江滚滚来,不尽长江滚,zhang3,zhang3/chang2,,unverified,
202,望岳,6,1,当,会当凌绝顶,会当凌绝,dang1,dang1/dang4,,unverified,
203,宫词 / 宫中词,1,2,相,美人相并立琼轩,美人相并立,xiang1,xiang1/xiang4,,unverified,
203,宫词 / 宫中词,2,5,中,含情欲说宫中事,说宫中事,zhong1,zhong1/zhong4,,unverified,
205,赠阙下裴舍人,2,0,长,长乐钟声花外尽,长乐钟,zhang3,zhang3/chang2,,unverified,
205,赠阙下裴舍人,3,5,中,龙池柳色雨中深,色雨中深,zhong1,zhong1/zhong4,,unverified,
205,赠阙下裴舍人,4,1,和,阳和不散穷途恨,阳和不散,he2,he2/he4/hu2/huo2/huo4/huo,,unverified,
205,赠阙下裴舍人,5,2,长,霄汉长怀捧日心,霄汉长怀捧,zhang3,zhang3/chang2,,unverified,
205,赠阙下裴舍人,7,1,将,羞将白发对华簪,羞将白发,jiang1,jiang1/jiang4/qiang1,,unverified,
206,题大庾岭北驿,2,1,行,我行殊未已,我行殊未,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
206,题大庾岭北驿,4,4,落,江静潮初落,潮初落,luo4,luo4/la4/lao4/luo1,,unverified,
206,题大庾岭北驿,6,1,朝,明朝望乡处,明朝望乡,chao2,chao2/zhao1/zhu1,,unverified,
206,题大庾岭北驿,6,4,处,明朝望乡处,望乡处,chu4,chu4/chu3,,unverified,
206,题大庾岭北驿,7,1,见,应见陇头梅,应见陇头,jian4,jian4/xian4,,unverified,
207,寒食,0,3,处,春城无处不飞花,城无处不飞,chu4,chu4/chu3,,unverified,
207,寒食,1,6,斜,寒食东风御柳斜,御柳斜,xie2,xie2/xia2/cha2/ye2,,unverified,
208,无题·来是空言去绝踪,1,1,斜,月斜楼上五更钟,月斜楼上,xie2,xie2/xia2/cha2/ye2,,unverified,
208,无题·来是空言去绝踪,1,5,更,月斜楼上五更钟,上五更钟,geng4,geng4/geng1,,unverified,
208,无题·来是空言去绝踪,2,1,为,梦为远别啼难唤,梦为远别,wei4,wei4/wei2,,unverified,
208,无题·来是空言去绝踪,5,3,度,麝熏微度绣芙蓉,熏微度绣芙,du4,du4/duo2/zhai2,,unverified,
208,无题·来是空言去绝踪,7,0,更,更隔蓬山一万重,更隔蓬,geng4,geng4/geng1,,unverified,
208,无题·来是空言去绝踪,7,6,重,更隔蓬山一万重,一万重,zhong4,zhong4/chong2/tong2,,unverified,
209,相思,3,3,相,此物最相思,物最相思,xiang1,xiang1/xiang4,,unverified,
209,相思,3,4,思,此物最相思,最相思,si1,si1/sai1,,unverified,
210,阁夜,2,1,更,五更鼓角声悲壮,五更鼓角,geng4,geng4/geng1,,unverified,
210,阁夜,5,3,处,夷歌数处起渔樵,歌数处起渔,chu4,chu4/chu3,,unverified,
211,芙蓉楼送辛渐,2,5,相,洛阳亲友如相问,友如相问,xiang1,xiang1/xiang4,,unverified,
212,回乡偶书二首·其一,0,0,少,少小离家老大回,少小离,shao3,shao3/shao4,,unverified,
212,回乡偶书二首·其一,1,6,衰,乡音无改鬓毛衰,鬓毛衰,shuai1,shuai1/suo1/cui1,,unverified,
212,回乡偶书二首·其一,2,2,相,儿童相见不相识,儿童相见不,xiang1,xiang1/xiang4,,unverified,
212,回乡偶书二首·其一,2,3,见,儿童相见不相识,童相见不相,jian4,jian4/xian4,,unverified,
212,回乡偶书二首·其一,2,5,相,儿童相见不相识,见不相识,xiang1,xiang1/xiang4,,unverified,
212,回乡偶书二首·其一,3,3,从,笑问客从何处来,问客从何处,cong2,cong2/zong4,,unverified,
212,回乡偶书二首·其一,3,5,处,笑问客从何处来,从何处来,chu4,chu4/chu3,,unverified,
213,感遇十二首·其四,2,1,见,侧见双翠鸟,侧见双翠,jian4,jian4/xian4,,unverified,
213,感遇十二首·其四,5,0,得,得无金丸惧,得无金,de2,de2/de/dei3,,unverified,
214,瑶池,2,3,行,八骏日行三万里,骏日行三万,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
214,瑶池,3,1,王,穆王何事不重来,穆王何事,wang2,wang2/wang4/yu4,,unverified,
214,瑶池,3,5,重,穆王何事不重来,事不重来,zhong4,zhong4/chong2/tong2,,unverified,
215,登楼,4,2,朝,北极朝廷终不改,北极朝廷终,chao2,chao2/zhao1/zhu1,,unverified,
215,登楼,5,5,相,西山寇盗莫相侵,盗莫相侵,xiang1,xiang1/xiang4,,unverified,
215,登楼,6,4,还,可怜后主还祠庙,后主还祠庙,hai2,hai2/huan2/fu2,,unverified,
215,登楼,7,3,为,日暮聊为《梁甫吟》,暮聊为《梁,wei4,wei4/wei2,,unverified,
216,别房太尉墓,0,3,行,他乡复行役,乡复行役,xing2,xing2/hang2/heng2/xing4/hang4,,unverified,
216,别房太尉墓,6,1,见,唯见林花落,唯见林花,jian4,jian4/xian4,,unverified,
216,别房太尉墓,6,4,落,唯见林花落,林花落,luo4,luo4/la4/lao4/luo1,,unverified,
218,塞上曲·其一,3,0,处,处处黄芦草,处处黄,chu4,chu4/chu3,,unverified,
218,塞上曲·其一,3,1,处,处处黄芦草,处处黄芦,chu4,chu4/chu3,,unverified,
218,塞上曲·其一,4,0,从,从来幽并客,从来幽,cong2,cong2/zong4,,unverified,
219,李端公 / 送李端,0,2,衰,故关衰草遍,故关衰草遍,shuai1,shuai1/suo1/cui1,,unverified,
219,李端公 / 送李端,4,0,少,少孤为客早,少孤为,shao3,shao3/shao4,,unverified,
